,ED_CODE,variable,value,year,party
1090,9,JENNER,136,2011,
1091,9,LEVAC,16867,2011,
1092,9,SITKO,244,2011,
1093,9,ST. AMANT,15761,2011,
1094,9,TURMEL,86,2011,
1095,9,VAN TILBORG,11006,2011,
1096,9,REJECTED,135,2011,
1097,9,UNMARKED,34,2011,
1098,9,DECLINED,26,2011,
1099,9,VOTER_TURNOUT,45679,2011,
1100,9,ELECTORS,94717,2011,
1101,8,CHMELYK,1432,2011,
1102,8,DHILLON,19224,2011,
1103,8,HARLSON,509,2011,
1104,8,KATHURIA,8331,2011,
1105,8,SHENOUDA,14434,2011,
1106,8,REJECTED,163,2011,
1107,8,UNMARKED,82,2011,
1108,8,DECLINED,22,2011,
1109,8,VOTER_TURNOUT,44197,2011,
1110,8,ELECTORS,115431,2011,
1111,7,DUNCAN,900,2011,
1112,7,HUNDAL,12754,2011,
1113,7,JEFFREY,15663,2011,
1114,7,ROWLEY,152,2011,
1115,7,SADIQ,81,2011,
1116,7,SINGH,136,2011,
1117,7,SINGH,136,2011,
1118,7,WYSOKINSKI,193,2011,
1119,7,REJECTED,144,2011,
1120,7,UNMARKED,82,2011,
1121,7,DECLINED,11,2011,
1122,7,VOTER_TURNOUT,35494,2011,
1123,7,ELECTORS,87543,2011,
1124,6,KULAR,14349,2011,
1125,6,LEE,738,2011,
1126,6,MAINGI,9896,2011,
1127,6,MCLACHLAN,491,2011,
1128,6,O'MARRA,381,2011,
1129,6,SINGH,16626,2011,
1130,6,THORNHAM,1091,2011,
1131,6,REJECTED,199,2011,
1132,6,UNMARKED,102,2011,
1133,6,DECLINED,20,2011,
1134,6,VOTER_TURNOUT,43893,2011,
1135,6,ELECTORS,107820,2011,
1136,5,ALI,1025,2011,
1137,5,BURSTYN,13813,2011,
1138,5,MENARY,5333,2011,
1139,5,POLEY-FISHER,144,2011,
1140,5,PRUE,17925,2011,
1141,5,ROSS,45,2011,
1142,5,REJECTED,81,2011,
1143,5,UNMARKED,53,2011,
1144,5,DECLINED,28,2011,
1145,5,VOTER_TURNOUT,38447,2011,
1146,5,ELECTORS,74450,2011,
1147,4,CLARK,8171,2011,
1148,4,JACKSON,17527,2011,
1149,4,MACKENZIE,179,2011,
1150,4,MILLER,1909,2011,
1151,4,ROSKAM,318,2011,
1152,4,WALSH,15006,2011,
1153,4,REJECTED,115,2011,
1154,4,UNMARKED,40,2011,
1155,4,DECLINED,26,2011,
1156,4,VOTER_TURNOUT,43291,2011,
1157,4,ELECTORS,94114,2011,
1158,3,COVERDALE,1477,2011,
1159,3,GUNDERMAN SMITH,87,2011,
1160,3,LANGTON,258,2011,
1161,3,MATON,321,2011,
1162,3,MCMEEKIN,21648,2011,
1163,3,MELANSON,99,2011,
1164,3,SKELLY,17132,2011,
1165,3,WESTERHOFF,8521,2011,
1166,3,REJECTED,104,2011,
1167,3,UNMARKED,41,2011,
1168,3,DECLINED,35,2011,
1169,3,VOTER_TURNOUT,49723,2011,
1170,3,ELECTORS,88080,2011,
1171,2,BROWN,7397,2011,
1172,2,CHAPMAN,6141,2011,
1173,2,HOFFMAN,217,2011,
1174,2,MANTHA,11585,2011,
1175,2,TILSON,684,2011,
1176,2,REJECTED,100,2011,
1177,2,UNMARKED,24,2011,
1178,2,DECLINED,10,2011,
1179,2,VOTER_TURNOUT,26158,2011,
1180,2,ELECTORS,52919,2011,
1181,1,DELIS,299,2011,
1182,1,DICKSON,19606,2011,
1183,1,MCCARTHY,14718,2011,
1184,1,TOMAN,843,2011,
1185,1,WISEMAN,5952,2011,
1186,1,REJECTED,117,2011,
1187,1,UNMARKED,34,2011,
1188,1,DECLINED,21,2011,
1189,1,VOTER_TURNOUT,41590,2011,
1190,1,ELECTORS,92745,2011,
,1,DICKSON,52514,2014,
,1,KING,16548,2014,
,1,MCCARTHY,29998,2014,
,1,NARRAWAY,3178,2014,
,1,STEWART,602,2014,
,1,REJECTED,460,2014,
,1,UNMARKED,228,2014,
,1,DECLINED,472,2014,
,1,VOTER_TURNOUT,104000,2014,
,1,ELECTORS,207258,2014,
,2,HADIDIAN,882,2014,
,2,HUGHSON,13008,2014,
,2,MANTHA,28342,2014,
,2,TURNER,9178,2014,
,2,ZALUCKY,1656,2014,
,2,REJECTED,332,2014,
,2,UNMARKED,108,2014,
,2,DECLINED,214,2014,
,2,VOTER_TURNOUT,53720,2014,
,2,ELECTORS,108790,2014,
,3,DARTSCH,5278,2014,
,3,JOHNSTONE,16830,2014,
,3,LANGTON,846,2014,
,3,MCKEEKIN,48084,2014,
,3,SKELLY,36504,2014,
,3,SPRUCE,376,2014,
,3,REJECTED,438,2014,
,3,UNMARKED,172,2014,
,3,DECLINED,1060,2014,
,3,VOTER_TURNOUT,109588,2014,
,3,ELECTORS,185666,2014,
,4,BRADBURY,15950,2014,
,4,HOGGARTH,39832,2014,
,4,JACKSON,35334,2014,
,4,NORTH,6036,2014,
,4,ROSKAM,732,2014,
,4,REJECTED,422,2014,
,4,UNMARKED,178,2014,
,4,DECLINED,1022,2014,
,4,VOTER_TURNOUT,99506,2014,
,4,ELECTORS,202338,2014,
,5,JOHNSON,11964,2014,
,5,LINDSAY,1048,2014,
,5,POLEY-FISHER,316,2014,
,5,POTTS,34436,2014,
,5,PRUE,33474,2014,
,5,SCOTT,4658,2014,
,5,REJECTED,398,2014,
,5,UNMARKED,202,2014,
,5,DECLINED,388,2014,
,5,VOTER_TURNOUT,86884,2014,
,5,ELECTORS,154762,2014,
,6,JASWAL,18806,2014,
,6,KULAR,35746,2014,
,6,SINGH,47038,2014,
,6,THORNHAM,4554,2014,
,6,REJECTED,812,2014,
,6,UNMARKED,368,2014,
,6,DECLINED,326,2014,
,6,VOTER_TURNOUT,107650,2014,
,6,ELECTORS,239068,2014,
,7,DHILLON,27026,2014,
,7,HILL,764,2014,
,7,HUNDAL,20234,2014,
,7,MALHI,33854,2014,
,7,ZARRABI YAN,2622,2014,
,7,REJECTED,466,2014,
,7,UNMARKED,264,2014,
,7,DECLINED,402,2014,
,7,VOTER_TURNOUT,85632,2014,
,7,ELECTORS,188848,2014,
,8,CHACIN,1756,2014,
,8,DHILLON,49664,2014,
,8,EBRAHIM,3008,2014,
,8,HARLSON,1080,2014,
,8,PANAICH,25970,2014,
,8,SANDHU,26726,2014,
,8,SULLIVAN,1600,2014,
,8,REJECTED,1004,2014,
,8,UNMARKED,430,2014,
,8,DECLINED,470,2014,
,8,VOTER_TURNOUT,111708,2014,
,8,ELECTORS,262868,2014,
,9,BURNS,4190,2014,
,9,FELSKY,27984,2014,
,9,FERGUSON,748,2014,
,9,GILLIES,30894,2014,
,9,LEVAC,38792,2014,
,9,MITCHELL,360,2014,
,9,TURMEL,120,2014,
,9,REJECTED,458,2014,
,9,UNMARKED,260,2014,
,9,DECLINED,762,2014,
,9,VOTER_TURNOUT,104568,2014,
,9,ELECTORS,199128,2014,
,10,ANDERSON,23172,2014,
,10,GVENTER,13574,2014,
,10,PARSONS,7392,2014,
,10,SPENCE,400,2014,
,10,VOSKAMP,376,2014,
,10,WALKER,40718,2014,
,10,REJECTED,368,2014,
,10,UNMARKED,236,2014,
,10,DECLINED,756,2014,
,10,VOTER_TURNOUT,86992,2014,
,10,ELECTORS,161292,2014,
,11,BRANNAN,490,2014,
,11,CROSS,4500,2014,
,11,MCKENNA,40172,2014,
,11,MCMAHON,47146,2014,
,11,MOWBRAY,15584,2014,
,11,ZACH,726,2014,
,11,REJECTED,454,2014,
,11,UNMARKED,222,2014,
,11,DECLINED,968,2014,
,11,VOTER_TURNOUT,110262,2014,
,11,ELECTORS,191008,2014,
,12,BROWN,5452,2014,
,12,DETTWEILER,1210,2014,
,12,LEONE,31388,2014,
,12,MCGARRY,37526,2014,
,12,STEWART,20826,2014,
,12,REJECTED,436,2014,
,12,UNMARKED,236,2014,
,12,DECLINED,956,2014,
,12,VOTER_TURNOUT,98030,2014,
,12,ELECTORS,200260,2014,
,13,HANSEN,17488,2014,
,13,MACLAREN,61180,2014,
,13,STEVENS,40944,2014,
,13,WEST,9228,2014,
,13,REJECTED,410,2014,
,13,UNMARKED,200,2014,
,13,DECLINED,718,2014,
,13,VOTER_TURNOUT,130168,2014,
,13,ELECTORS,232094,2014,
,14,BELL,3942,2014,
,14,GELINAS,23328,2014,
,14,JOHNSON,18316,2014,
,14,MCLARTY,1028,2014,
,14,NICHOLLS,28366,2014,
,14,REJECTED,418,2014,
,14,UNMARKED,264,2014,
,14,DECLINED,876,2014,
,14,VOTER_TURNOUT,76538,2014,
,14,ELECTORS,149118,2014,
,15,AHMAD,344,2014,
,15,STEIN,3568,2014,
,15,CAUCHI,220,2014,
,15,VENUTO,500,2014,
,15,DANIEL,5330,2014,
,15,YOUNG,198,2014,
,15,MARTINS,32544,2014,
,15,SCHEIN,28644,2014,
,15,REJECTED,366,2014,
,15,UNMARKED,198,2014,
,15,DECLINED,302,2014,
,15,VOTER_TURNOUT,72214,2014,
,15,ELECTORS,145702,2014,
,16,COTEAU,38496,2014,
,16,KENNEDY,18514,2014,
,16,MCLEOD,2512,2014,
,16,SADIKALI,9000,2014,
,16,SIMMONS,574,2014,
,16,REJECTED,300,2014,
,16,UNMARKED,188,2014,
,16,DECLINED,342,2014,
,16,VOTER_TURNOUT,69926,2014,
,16,ELECTORS,146140,2014,
,17,AHMED,7138,2014,
,17,BOYD,676,2014,
,17,BURROWS,276,2014,
,17,CURLEY,166,2014,
,17,FLISS,2572,2014,
,17,KABITSIS,306,2014,
,17,PORTER,28164,2014,
,17,WAIGH,232,2014,
,17,WYNNE,52430,2014,
,17,REJECTED,294,2014,
,17,UNMARKED,224,2014,
,17,DECLINED,322,2014,
,17,VOTER_TURNOUT,92800,2014,
,17,ELECTORS,172184,2014,
,18,DAID,27722,2014,
,18,JONES,36034,2014,
,18,KOWALEWSKI,1076,2014,
,18,WALLACE,15036,2014,
,18,YAZBEK,10538,2014,
,18,REJECTED,402,2014,
,18,UNMARKED,226,2014,
,18,DECLINED,626,2014,
,18,VOTER_TURNOUT,91660,2014,
,18,ELECTORS,178048,2014,
,19,ANDERSON,39632,2014,
,19,PATRICK,37280,2014,
,19,SPENCE,26188,2014,
,19,TOYE,868,2014,
,19,ZALUCKY,4764,2014,
,19,REJECTED,474,2014,
,19,UNMARKED,340,2014,
,19,DECLINED,1206,2014,
,19,VOTER_TURNOUT,110752,2014,
,19,ELECTORS,198808,2014,
,20,BONE,528,2014,
,20,COLLE,45710,2014,
,20,GALLEZOT,6120,2014,
,20,MARTIN,28158,2014,
,20,MCCANN,2610,2014,
,20,SNIEDZINS,286,2014,
,20,REJECTED,320,2014,
,20,UNMARKED,166,2014,
,20,DECLINED,262,2014,
,20,VOTER_TURNOUT,84160,2014,
,20,ELECTORS,155892,2014,
,21,CORNISH,24068,2014,
,21,FISHER,4472,2014,
,21,LAVOIE,18366,2014,
,21,MALONEY,1568,2014,
,21,YUREK,41892,2014,
,21,REJECTED,290,2014,
,21,UNMARKED,252,2014,
,21,DECLINED,822,2014,
,21,VOTER_TURNOUT,91730,2014,
,21,ELECTORS,169940,2014,
,22,CECILE,20338,2014,
,22,MELOCHE,13256,2014,
,22,NATYSHAK,56236,2014,
,22,VERCOUTEREN,3370,2014,
,22,REJECTED,330,2014,
,22,UNMARKED,264,2014,
,22,DECLINED,590,2014,
,22,VOTER_TURNOUT,94384,2014,
,22,ELECTORS,188016,2014,
,23,BAKER,47696,2014,
,23,BUSSMANN,1056,2014,
,23,JONES,11516,2014,
,23,KUESS,378,2014,
,23,MARTINO,31040,2014,
,23,MARTINS,386,2014,
,23,MORRISON,2508,2014,
,23,TRIGIANI,284,2014,
,23,REJECTED,542,2014,
,23,UNMARKED,184,2014,
,23,DECLINED,634,2014,
,23,VOTER_TURNOUT,96224,2014,
,23,ELECTORS,170384,2014,
,24,CHOO,12724,2014,
,24,MILCZYN,48622,2014,
,24,HOLYDAY,35174,2014,
,24,SALEWSKY,4128,2014,
,24,LOCHWIN,472,2014,
,24,WRZESNIEWSKI,672,2014,
,24,LYTVYN,216,2014,
,24,MERKLINGER,378,2014,
,24,REJECTED,430,2014,
,24,UNMARKED,202,2014,
,24,DECLINED,464,2014,
,24,VOTER_TURNOUT,103482,2014,
,24,ELECTORS,192608,2014,
,25,BARRIFFE,14206,2014,
,25,DEROO,1412,2014,
,25,MCCONNELL,562,2014,
,25,MILONE,12326,2014,
,25,QAADRI,24336,2014,
,25,ROBERTSON,1354,2014,
,25,REJECTED,358,2014,
,25,UNMARKED,196,2014,
,25,DECLINED,166,2014,
,25,VOTER_TURNOUT,54916,2014,
,25,ELECTORS,128568,2014,
,26,CRACK,47130,2014,
,26,DONNELLY,844,2014,
,26,GAGNIER,592,2014,
,26,LEDUC,466,2014,
,26,SABOURIN,11804,2014,
,26,ST. MARTIN,3056,2014,
,26,VILLENEUVE ROBERTSON,30858,2014,
,26,REJECTED,718,2014,
,26,UNMARKED,142,2014,
,26,DECLINED,158,2014,
,26,VOTER_TURNOUT,95768,2014,
,26,ELECTORS,179482,2014,
,27,BURNETT,356,2014,
,27,GORDON,18770,2014,
,27,MACDONALD,22096,2014,
,27,SANDALS,44028,2014,
,27,SCHREINER,20460,2014,
,27,SMYTHE,340,2014,
,27,REJECTED,388,2014,
,27,UNMARKED,180,2014,
,27,DECLINED,556,2014,
,27,VOTER_TURNOUT,107174,2014,
,27,ELECTORS,193198,2014,
,28,BARRETT,44132,2014,
,28,FAULKNER,4142,2014,
,28,MOTTASHED,0,2014,
,28,NICHOLS,19572,2014,
,28,ROBINSON,16662,2014,
,28,REJECTED,1374,2014,
,28,UNMARKED,246,2014,
,28,DECLINED,1208,2014,
,28,VOTER_TURNOUT,87336,2014,
,28,ELECTORS,161814,2014,
,29,ABEL,20862,2014,
,29,AHMAD,4510,2014,
,29,JOHNSON,37024,2014,
,29,SCOTT,43282,2014,
,29,REJECTED,532,2014,
,29,UNMARKED,312,2014,
,29,DECLINED,994,2014,
,29,VOTER_TURNOUT,107516,2014,
,29,ELECTORS,192058,2014,
,30,CHUDLEIGH,55874,2014,
,30,FARRANT,5236,2014,
,30,GHORY,1832,2014,
,30,MARSH,692,2014,
,30,NAIDOO-HARRIS,67448,2014,
,30,SPOHR,19516,2014,
,30,REJECTED,564,2014,
,30,UNMARKED,330,2014,
,30,DECLINED,832,2014,
,30,VOTER_TURNOUT,152324,2014,
,30,ELECTORS,299266,2014,
,31,HORWATH,37394,2014,
,31,MANN,458,2014,
,31,MELANSON,668,2014,
,31,ORMOND,6134,2014,
,31,TIQUI-SHEBIB,16900,2014,
,31,VAIL,10346,2014,
,31,REJECTED,340,2014,
,31,UNMARKED,228,2014,
,31,DECLINED,988,2014,
,31,VOTER_TURNOUT,73456,2014,
,31,ELECTORS,164124,2014,
,32,BROWN,15148,2014,
,32,BURNISON,1352,2014,
,32,JOHNSTON,508,2014,
,32,LUKSIC,24866,2014,
,32,MILLER,39916,2014,
,32,ZINK,3484,2014,
,32,REJECTED,472,2014,
,32,UNMARKED,234,2014,
,32,DECLINED,746,2014,
,32,VOTER_TURNOUT,86726,2014,
,32,ELECTORS,177564,2014,
,33,GOODWIN,640,2014,
,33,LENKO,4094,2014,
,33,MARSHALL,17590,2014,
,33,MIRZA,29016,2014,
,33,TAYLOR,46012,2014,
,33,WIENHOLD,758,2014,
,33,REJECTED,496,2014,
,33,UNMARKED,262,2014,
,33,DECLINED,862,2014,
,33,VOTER_TURNOUT,99730,2014,
,33,ELECTORS,188720,2014,
,34,JOHNSTONE,21686,2014,
,34,MAISTER,646,2014,
,34,SCHENK,29294,2014,
,34,THOMPSON,37024,2014,
,34,VALENTA,256,2014,
,34,WERSTINE,3302,2014,
,34,ZETTEL,2706,2014,
,34,REJECTED,394,2014,
,34,UNMARKED,282,2014,
,34,DECLINED,854,2014,
,34,VOTER_TURNOUT,96444,2014,
,34,ELECTORS,160856,2014,
,35,CAMPBELL,25778,2014,
,35,LEEK,7304,2014,
,35,MCKILLOP,1422,2014,
,35,NICKLE,11810,2014,
,35,REJECTED,156,2014,
,35,UNMARKED,74,2014,
,35,DECLINED,92,2014,
,35,VOTER_TURNOUT,46636,2014,
,35,ELECTORS,99824,2014,
,36,BAIN,21304,2014,
,36,HOLLAND,29622,2014,
,36,KILEY,7132,2014,
,36,KIWALA,41676,2014,
,36,REID,484,2014,
,36,REJECTED,320,2014,
,36,UNMARKED,320,2014,
,36,DECLINED,486,2014,
,36,VOTER_TURNOUT,101344,2014,
,36,ELECTORS,194376,2014,
,37,BERNIER,1114,2014,
,37,JOHNSTON,19530,2014,
,37,SMITH,4944,2014,
,37,VERNILE,36944,2014,
,37,WETTLAUFER,23100,2014,
,37,REJECTED,386,2014,
,37,UNMARKED,222,2014,
,37,DECLINED,722,2014,
,37,VOTER_TURNOUT,86962,2014,
,37,ELECTORS,166340,2014,
,38,HARRIS,34166,2014,
,38,SCHUMM,2002,2014,
,38,VILLENEUVE,19916,2014,
,38,WEBER,6554,2014,
,38,WRIGHT,31328,2014,
,38,REJECTED,398,2014,
,38,UNMARKED,216,2014,
,38,DECLINED,934,2014,
,38,VOTER_TURNOUT,95514,2014,
,38,ELECTORS,189772,2014,
,39,BURTON,33068,2014,
,39,DANCKERT,5718,2014,
,39,FIFE,41072,2014,
,39,SCHULZ,962,2014,
,39,WEILER,28900,2014,
,39,REJECTED,338,2014,
,39,UNMARKED,172,2014,
,39,DECLINED,736,2014,
,39,VOTER_TURNOUT,110966,2014,
,39,ELECTORS,201944,2014,
,40,ARMSTRONG,4208,2014,
,40,DURNIN,484,2014,
,40,HILL,24320,2014,
,40,LEWIS,1116,2014,
,40,MCNAUGHTON,41420,2014,
,40,RADAN,18596,2014,
,40,VANDER VLOET,1136,2014,
,40,WILLSON,414,2014,
,40,REJECTED,380,2014,
,40,UNMARKED,290,2014,
,40,DECLINED,636,2014,
,40,VOTER_TURNOUT,93000,2014,
,40,ELECTORS,163356,2014,
,41,HILLIER,43932,2014,
,41,MACDONALD,30074,2014,
,41,MATHER,6566,2014,
,41,PARKHILL,20368,2014,
,41,REJECTED,370,2014,
,41,UNMARKED,228,2014,
,41,DECLINED,614,2014,
,41,VOTER_TURNOUT,102152,2014,
,41,ELECTORS,189348,2014,
,42,BOWERING,4060,2014,
,42,CLARK,46506,2014,
,42,GABRIEL,942,2014,
,42,LUNDY,14438,2014,
,42,MILKS,16998,2014,
,42,REJECTED,382,2014,
,42,UNMARKED,168,2014,
,42,DECLINED,464,2014,
,42,VOTER_TURNOUT,83958,2014,
,42,ELECTORS,158830,2014,
,43,ARMSTRONG,35806,2014,
,43,HAMADI,224,2014,
,43,HARNICK,772,2014,
,43,MARCELLIN,14132,2014,
,43,MCKEEVER,934,2014,
,43,ROBSON,16392,2014,
,43,SORRELL,2756,2014,
,43,REJECTED,302,2014,
,43,UNMARKED,158,2014,
,43,DECLINED,496,2014,
,43,VOTER_TURNOUT,71972,2014,
,43,ELECTORS,155048,2014,
,44,BRANSCOMBE,24032,2014,
,44,BRYANT,27706,2014,
,44,LABONTE,4890,2014,
,44,MANSUR,1278,2014,
,44,MATTHEWS,32758,2014,
,44,MCKEE,230,2014,
,44,SPOTTISWOOD,140,2014,
,44,REJECTED,370,2014,
,44,UNMARKED,224,2014,
,44,DECLINED,764,2014,
,44,VOTER_TURNOUT,92392,2014,
,44,ELECTORS,183994,2014,
,45,BENNETT,32590,2014,
,45,GRETZKY,2376,2014,
,45,MCALISTER,4620,2014,
,45,SATTLER,44486,2014,
,45,STEINBURG,26140,2014,
,45,REJECTED,328,2014,
,45,UNMARKED,192,2014,
,45,DECLINED,746,2014,
,45,VOTER_TURNOUT,111478,2014,
,45,ELECTORS,198944,2014,
,46,CHAN,43034,2014,
,46,KORMOS HAWKINS,8410,2014,
,46,O'BRIEN,3018,2014,
,46,SMALL,888,2014,
,46,THAYAPARAN,28482,2014,
,46,REJECTED,408,2014,
,46,UNMARKED,386,2014,
,46,DECLINED,332,2014,
,46,VOTER_TURNOUT,84958,2014,
,46,ELECTORS,190734,2014,
,47,ACHESON,2604,2014,
,47,ALILOVIC,702,2014,
,47,GILL,22502,2014,
,47,LEVESQUE,1986,2014,
,47,MANGAT,39846,2014,
,47,TROAKE,13812,2014,
,47,VEZINA,1194,2014,
,47,REJECTED,612,2014,
,47,UNMARKED,234,2014,
,47,DECLINED,300,2014,
,47,VOTER_TURNOUT,83792,2014,
,47,ELECTORS,202020,2014,
,48,CATENA,468,2014,
,48,CHURCHIN,20958,2014,
,48,DAMERLA,41868,2014,
,48,IWANUSIW,1576,2014,
,48,KARIM,12316,2014,
,48,NGUYEN,2816,2014,
,48,REJECTED,520,2014,
,48,UNMARKED,284,2014,
,48,DECLINED,310,2014,
,48,VOTER_TURNOUT,81116,2014,
,48,ELECTORS,184804,2014,
,49,BILEK,15460,2014,
,49,GUPTA,2432,2014,
,49,JEWELL,1746,2014,
,49,KIYANI,948,2014,
,49,TAKHAR,50712,2014,
,49,VEZINA,1282,2014,
,49,WHITE,30948,2014,
,49,REJECTED,456,2014,
,49,UNMARKED,330,2014,
,49,DECLINED,442,2014,
,49,VOTER_TURNOUT,104756,2014,
,49,ELECTORS,223380,2014,
,50,JONES,2836,2014,
,50,WEBER,1182,2014,
,50,JUDSON,710,2014,
,50,ROSOLAK,9298,2014,
,50,SOUSA,44384,2014,
,50,TRIANTAFILOPOULOS,29028,2014,
,50,REJECTED,318,2014,
,50,UNMARKED,148,2014,
,50,DECLINED,434,2014,
,50,VOTER_TURNOUT,88338,2014,
,50,ELECTORS,164960,2014,
,51,DELANEY,45174,2014,
,51,SIKKA,11770,2014,
,51,TANGRI,24120,2014,
,51,VEZINA,1048,2014,
,51,WALACH,684,2014,
,51,WARNER,3132,2014,
,51,REJECTED,426,2014,
,51,UNMARKED,192,2014,
,51,DECLINED,366,2014,
,51,VOTER_TURNOUT,86912,2014,
,51,ELECTORS,185874,2014,
,52,CORCORAN,1880,2014,
,52,DAGENAIS,17256,2014,
,52,KUBANEK,7260,2014,
,52,MACLEOD,61802,2014,
,52,UPPAL,43948,2014,
,52,REJECTED,558,2014,
,52,UNMARKED,224,2014,
,52,DECLINED,750,2014,
,52,VOTER_TURNOUT,133678,2014,
,52,ELECTORS,241338,2014,
,53,BALLARD,45994,2014,
,53,BAXTER,1844,2014,
,53,DUFF,12046,2014,
,53,JENKINS,1158,2014,
,53,ROBLIN,4288,2014,
,53,TWINNEY,39170,2014,
,53,YACIUK,166,2014,
,53,REJECTED,484,2014,
,53,UNMARKED,232,2014,
,53,DECLINED,794,2014,
,53,VOTER_TURNOUT,106176,2014,
,53,ELECTORS,198814,2014,
,54,BEAM,956,2014,
,54,BITTER,3448,2014,
,54,GATES,48262,2014,
,54,MAVES,33404,2014,
,54,PANUCCI,1118,2014,
,54,TUPMAN,14658,2014,
,54,REJECTED,540,2014,
,54,UNMARKED,256,2014,
,54,DECLINED,484,2014,
,54,VOTER_TURNOUT,103126,2014,
,54,ELECTORS,201396,2014,
,55,HUDAK,46756,2014,
,55,KARATOPIS,1940,2014,
,55,KRZYZANOWSKI,6008,2014,
,55,MCCORMACK,24846,2014,
,55,MOSSEY,31686,2014,
,55,PEACOCK,568,2014,
,55,REJECTED,564,2014,
,55,UNMARKED,264,2014,
,55,DECLINED,1276,2014,
,55,VOTER_TURNOUT,113908,2014,
,55,ELECTORS,194402,2014,
,56,BLAY,7654,2014,
,56,DAHLSTROM,2290,2014,
,56,GÃ‰LINAS,40208,2014,
,56,TREGONNING,14062,2014,
,56,REJECTED,292,2014,
,56,UNMARKED,122,2014,
,56,DECLINED,276,2014,
,56,VOTER_TURNOUT,64904,2014,
,56,ELECTORS,129820,2014,
,57,CLEMENT,416,2014,
,57,ELLIOTT,754,2014,
,57,FEDELI,26170,2014,
,57,GIROUX,16114,2014,
,57,PELTIER,2376,2014,
,57,WHITING,16764,2014,
,57,REJECTED,312,2014,
,57,UNMARKED,124,2014,
,57,DECLINED,396,2014,
,57,VOTER_TURNOUT,63426,2014,
,57,ELECTORS,120844,2014,
,58,LUDORF-WEAVER,4566,2014,
,58,MEES,18422,2014,
,58,MILLIGAN,39166,2014,
,58,RINALDI,46838,2014,
,58,REJECTED,442,2014,
,58,UNMARKED,230,2014,
,58,DECLINED,788,2014,
,58,VOTER_TURNOUT,110452,2014,
,58,ELECTORS,197890,2014,
,59,BOELLING,2716,2014,
,59,JACZEK,73564,2014,
,59,KRAUTER,18710,2014,
,59,MELARA,5582,2014,
,59,VILENSKY,426,2014,
,59,WASSEF,60512,2014,
,59,REJECTED,832,2014,
,59,UNMARKED,598,2014,
,59,DECLINED,882,2014,
,59,VOTER_TURNOUT,163822,2014,
,59,ELECTORS,354510,2014,
,60,CHLOBOWSKI,3774,2014,
,60,CLEMENT,772,2014,
,60,FLYNN,49434,2014,
,60,MARVILLE,7988,2014,
,60,SCOTT,37842,2014,
,60,URSOMARZO,264,2014,
,60,REJECTED,338,2014,
,60,UNMARKED,158,2014,
,60,DECLINED,462,2014,
,60,VOTER_TURNOUT,101032,2014,
,60,ELECTORS,180012,2014,
,61,FRENCH,44464,2014,
,61,OUELLETTE,29080,2014,
,61,QUINTYN,18102,2014,
,61,SMIT,3570,2014,
,61,REJECTED,330,2014,
,61,UNMARKED,264,2014,
,61,DECLINED,706,2014,
,61,VOTER_TURNOUT,96516,2014,
,61,ELECTORS,192308,2014,
,62,DEKKER,19356,2014,
,62,FAULKNER,1050,2014,
,62,MCKENZIE,21788,2014,
,62,NAQVI,55378,2014,
,62,O'DONNELL,8326,2014,
,62,WASSLEN,566,2014,
,62,REJECTED,502,2014,
,62,UNMARKED,184,2014,
,62,DECLINED,606,2014,
,62,VOTER_TURNOUT,107756,2014,
,62,ELECTORS,189554,2014,
,63,BELL,4072,2014,
,63,BOURDEAU,822,2014,
,63,LALONDE,59822,2014,
,63,LISTER,37050,2014,
,63,M'BEMBA-MEKA,10044,2014,
,63,REJECTED,544,2014,
,63,UNMARKED,226,2014,
,63,DECLINED,460,2014,
,63,VOTER_TURNOUT,113040,2014,
,63,ELECTORS,190516,2014,
,64,BRISSON,546,2014,
,64,FRASER,47416,2014,
,64,FUNICIELLO,11634,2014,
,64,LAKATOS-HAYWARD,4068,2014,
,64,MANIRAMBONA,278,2014,
,64,REDINS,488,2014,
,64,YOUNG,30470,2014,
,64,REJECTED,412,2014,
,64,UNMARKED,140,2014,
,64,DECLINED,312,2014,
,64,VOTER_TURNOUT,95764,2014,
,64,ELECTORS,178300,2014,
,65,BAGLER,6288,2014,
,65,FORGET,17500,2014,
,65,MEILLEUR,43620,2014,
,65,NGAMBY,10456,2014,
,65,RICHARD,658,2014,
,65,REJECTED,444,2014,
,65,UNMARKED,174,2014,
,65,DECLINED,416,2014,
,65,VOTER_TURNOUT,79556,2014,
,65,ELECTORS,162824,2014,
,66,BROOKS,636,2014,
,66,CHIARELLI,42070,2014,
,66,CULLEN,13520,2014,
,66,DENLEY,31790,2014,
,66,HILL,5798,2014,
,66,REJECTED,474,2014,
,66,UNMARKED,172,2014,
,66,DECLINED,792,2014,
,66,VOTER_TURNOUT,95252,2014,
,66,ELECTORS,170250,2014,
,67,FARLOW,3970,2014,
,67,HARDEMAN,37916,2014,
,67,HODGES,768,2014,
,67,MOULTON,17472,2014,
,67,SMITH,21146,2014,
,67,WRIGHT,730,2014,
,67,REJECTED,324,2014,
,67,UNMARKED,272,2014,
,67,DECLINED,890,2014,
,67,VOTER_TURNOUT,83488,2014,
,67,ELECTORS,160796,2014,
,68,DINOVO,36770,2014,
,68,ELLERTON,11574,2014,
,68,LEBLANC,35682,2014,
,68,MOTZ,210,2014,
,68,RUDKINS,4958,2014,
,68,VEZINA,610,2014,
,68,WEISSENBERGER,382,2014,
,68,REJECTED,322,2014,
