,ED_CODE,variable,value,year,party
,68,UNMARKED,202,2014,
,68,DECLINED,442,2014,
,68,VOTER_TURNOUT,91152,2014,
,68,ELECTORS,160244,2014,
,69,MILLER,31522,2014,
,69,MOBBLEY,9998,2014,
,69,RICHTER,14968,2014,
,69,STIVRINS,592,2014,
,69,WATERS,20316,2014,
,69,REJECTED,294,2014,
,69,UNMARKED,110,2014,
,69,DECLINED,530,2014,
,69,VOTER_TURNOUT,78330,2014,
,69,ELECTORS,150306,2014,
,70,DESJARDINS,4010,2014,
,70,DEVRIES,1492,2014,
,70,MARSHALL,822,2014,
,70,MURPHY,686,2014,
,70,PETTAPIECE,31984,2014,
,70,SKINNER,27170,2014,
,70,SMINK,404,2014,
,70,SMITH FULLERTON,15528,2014,
,70,REJECTED,386,2014,
,70,UNMARKED,262,2014,
,70,DECLINED,652,2014,
,70,VOTER_TURNOUT,83396,2014,
,70,ELECTORS,149828,2014,
,71,BEAMISH,4574,2014,
,71,FAUX,104,2014,
,71,LEAL,49418,2014,
,71,MARTINDALE,790,2014,
,71,MATHESON,242,2014,
,71,QUIANO,264,2014,
,71,STEWART,31814,2014,
,71,WOOD,19456,2014,
,71,REJECTED,290,2014,
,71,UNMARKED,266,2014,
,71,DECLINED,688,2014,
,71,VOTER_TURNOUT,107906,2014,
,71,ELECTORS,188334,2014,
,72,GAUDET,25276,2014,
,72,HIGDON,13200,2014,
,72,HOEFIG,926,2014,
,72,MACCHARLES,46412,2014,
,72,NAVARRO,3128,2014,
,72,OLIVER,382,2014,
,72,REJECTED,454,2014,
,72,UNMARKED,202,2014,
,72,DECLINED,416,2014,
,72,VOTER_TURNOUT,90396,2014,
,72,ELECTORS,165036,2014,
,73,FORBES,1110,2014,
,73,PAYNE,4896,2014,
,73,SMITH,38562,2014,
,73,STEWART,17658,2014,
,73,THOMPSON,30210,2014,
,73,REJECTED,448,2014,
,73,UNMARKED,244,2014,
,73,DECLINED,548,2014,
,73,VOTER_TURNOUT,93676,2014,
,73,ELECTORS,181522,2014,
,74,BECKWITH-SMITH,784,2014,
,74,BOILEAU,15794,2014,
,74,DOUGHERTY,11956,2014,
,74,REID,978,2014,
,74,WRIGHT,2674,2014,
,74,YAKABUSKI,50482,2014,
,74,REJECTED,252,2014,
,74,UNMARKED,200,2014,
,74,DECLINED,488,2014,
,74,VOTER_TURNOUT,83608,2014,
,74,ELECTORS,153912,2014,
,75,BILY,1020,2014,
,75,DEVITA,9394,2014,
,75,DUBOISKY,320,2014,
,75,GUPTA,31284,2014,
,75,LAVE,2688,2014,
,75,MORIDI,40910,2014,
,75,REJECTED,438,2014,
,75,UNMARKED,314,2014,
,75,DECLINED,418,2014,
,75,VOTER_TURNOUT,86786,2014,
,75,ELECTORS,189954,2014,
,76,BRADLEY,38140,2014,
,76,DUSHKO,446,2014,
,76,FRASER,3584,2014,
,76,SISCOE,27628,2014,
,76,STEVENS,22700,2014,
,76,UNRAU,340,2014,
,76,WAZIRUDDIN,190,2014,
,76,REJECTED,440,2014,
,76,UNMARKED,264,2014,
,76,DECLINED,746,2014,
,76,VOTER_TURNOUT,94478,2014,
,76,ELECTORS,172396,2014,
,77,DELUCE,24074,2014,
,77,HOSKINS,60054,2014,
,77,KITTREDGE,814,2014,
,77,RACHLIS,5138,2014,
,77,RITA,330,2014,
,77,SAVAGE,10112,2014,
,77,REJECTED,348,2014,
,77,UNMARKED,154,2014,
,77,DECLINED,520,2014,
,77,VOTER_TURNOUT,101544,2014,
,77,ELECTORS,177810,2014,
,78,BAILEY,37444,2014,
,78,FALBY,680,2014,
,78,GILLIS,16304,2014,
,78,SHAW,4218,2014,
,78,WHITE,32654,2014,
,78,REJECTED,388,2014,
,78,UNMARKED,276,2014,
,78,DECLINED,564,2014,
,78,VOTER_TURNOUT,92528,2014,
,78,ELECTORS,161338,2014,
,79,FLANNIGAN,1930,2014,
,79,FREMLIN,7408,2014,
,79,ORAZIETTI,34980,2014,
,79,ROSS,15220,2014,
,79,WILLIAMS,230,2014,
,79,REJECTED,298,2014,
,79,UNMARKED,92,2014,
,79,DECLINED,142,2014,
,79,VOTER_TURNOUT,60300,2014,
,79,ELECTORS,118770,2014,
,80,CHEN,24082,2014,
,80,CLARKE,774,2014,
,80,THOMPSON,1814,2014,
,80,WILSON,8210,2014,
,80,WONG,34664,2014,
,80,REJECTED,336,2014,
,80,UNMARKED,292,2014,
,80,DECLINED,312,2014,
,80,VOTER_TURNOUT,70484,2014,
,80,ELECTORS,153098,2014,
,81,BAKER,14290,2014,
,81,DUGUID,38780,2014,
,81,RAMALHO,15198,2014,
,81,YAGHLEDJIAN,2172,2014,
,81,REJECTED,462,2014,
,81,UNMARKED,208,2014,
,81,DECLINED,240,2014,
,81,VOTER_TURNOUT,71350,2014,
,81,ELECTORS,148380,2014,
,82,BUSTARD,2068,2014,
,82,HUNTER,34636,2014,
,82,KERR,952,2014,
,82,KIRUPA,19442,2014,
,82,MOKHTARZADA,296,2014,
,82,SAWDON,240,2014,
,82,SYED,11788,2014,
,82,REJECTED,336,2014,
,82,UNMARKED,210,2014,
,82,DECLINED,252,2014,
,82,VOTER_TURNOUT,70220,2014,
,82,ELECTORS,142622,2014,
,83,BALKISSOON,32190,2014,
,83,CHO,23000,2014,
,83,KHAN,796,2014,
,83,SHAN,26038,2014,
,83,SINGH,1142,2014,
,83,REJECTED,456,2014,
,83,UNMARKED,322,2014,
,83,DECLINED,180,2014,
,83,VOTER_TURNOUT,84124,2014,
,83,ELECTORS,177184,2014,
,84,BERARDINETTI,36840,2014,
,84,DEL GRANDE,2986,2014,
,84,FOALENG,370,2014,
,84,KANG,15146,2014,
,84,MACAULAY,17348,2014,
,84,ROSE,656,2014,
,84,REJECTED,338,2014,
,84,UNMARKED,204,2014,
,84,DECLINED,316,2014,
,84,VOTER_TURNOUT,74204,2014,
,84,ELECTORS,148666,2014,
,85,DUDUN,8344,2014,
,85,KENNEY,34398,2014,
,85,MATTHEWS,15586,2014,
,85,WILSON,51976,2014,
,85,REJECTED,480,2014,
,85,UNMARKED,300,2014,
,85,DECLINED,992,2014,
,85,VOTER_TURNOUT,112076,2014,
,85,ELECTORS,215524,2014,
,86,DUNLOP,44358,2014,
,86,LARSEN,32826,2014,
,86,MIDDLETON,15692,2014,
,86,STUBBINS,8026,2014,
,86,REJECTED,390,2014,
,86,UNMARKED,218,2014,
,86,DECLINED,874,2014,
,86,VOTER_TURNOUT,102384,2014,
,86,ELECTORS,191996,2014,
,87,EARLE,18500,2014,
,87,MACDONALD,16672,2014,
,87,MCDONELL,41248,2014,
,87,MCRAE,1204,2014,
,87,NORMAN,2134,2014,
,87,REJECTED,442,2014,
,87,UNMARKED,204,2014,
,87,DECLINED,280,2014,
,87,VOTER_TURNOUT,80684,2014,
,87,ELECTORS,155088,2014,
,88,CIMINO,28548,2014,
,88,LALONDE,2424,2014,
,88,OLIVIER,26592,2014,
,88,PERONI,9326,2014,
,88,POPESCU,210,2014,
,88,WILSON,486,2014,
,88,REJECTED,316,2014,
,88,UNMARKED,136,2014,
,88,DECLINED,308,2014,
,88,VOTER_TURNOUT,68346,2014,
,88,ELECTORS,131638,2014,
,89,BALFOUR,1142,2014,
,89,YEUNG RACCO,43560,2014,
,89,BERGART,2458,2014,
,89,GOODWIN,466,2014,
,89,HACKELBERG,8104,2014,
,89,MARTOW,43772,2014,
,89,REJECTED,370,2014,
,89,UNMARKED,280,2014,
,89,DECLINED,430,2014,
,89,VOTER_TURNOUT,100582,2014,
,89,ELECTORS,210278,2014,
,90,DEIBEL,258,2014,
,90,KOZORYS,16104,2014,
,90,MAURO,30352,2014,
,90,NORTHEY,1928,2014,
,90,TALARICO,1094,2014,
,90,WILSON,7558,2014,
,90,REJECTED,218,2014,
,90,UNMARKED,112,2014,
,90,DECLINED,132,2014,
,90,VOTER_TURNOUT,57756,2014,
,90,ELECTORS,117816,2014,
,91,FOULDS,16338,2014,
,91,GRAVELLE,31038,2014,
,91,JOHNSON,1844,2014,
,91,LEBLANC,1994,2014,
,91,PARKS,3982,2014,
,91,SLOAN,254,2014,
,91,REJECTED,236,2014,
,91,UNMARKED,100,2014,
,91,DECLINED,104,2014,
,91,VOTER_TURNOUT,55890,2014,
,91,ELECTORS,110872,2014,
,92,CHITARONI,1230,2014,
,92,FRASER,978,2014,
,92,GOYER,12268,2014,
,92,POLITIS,9054,2014,
,92,VANTHOF,29322,2014,
,92,REJECTED,216,2014,
,92,UNMARKED,80,2014,
,92,DECLINED,136,2014,
,92,VOTER_TURNOUT,53284,2014,
,92,ELECTORS,105144,2014,
,93,BISSON,23512,2014,
,93,BLACK,10452,2014,
,93,FONTAINE,11054,2014,
,93,HRYCYNA,806,2014,
,93,SADIQ,120,2014,
,93,REJECTED,246,2014,
,93,UNMARKED,98,2014,
,93,DECLINED,128,2014,
,93,VOTER_TURNOUT,46416,2014,
,93,ELECTORS,102796,2014,
,94,ABELL,18996,2014,
,94,ALEKSEYCHUK,400,2014,
,94,DAYE,4530,2014,
,94,FALARDEAU,1102,2014,
,94,GARVIE,326,2014,
,94,GOODWIN,274,2014,
,94,MURRAY,59870,2014,
,94,NURSE,152,2014,
,94,ROTENBERG,304,2014,
,94,SELLAR,16280,2014,
,94,YAZDANFAR,156,2014,
,94,REJECTED,394,2014,
,94,UNMARKED,230,2014,
,94,DECLINED,468,2014,
,94,VOTER_TURNOUT,103482,2014,
,94,ELECTORS,203482,2014,
,95,ARMSTRONG,1002,2014,
,95,AZAROGHLI,158,2014,
,95,LUISI,298,2014,
,95,NEWMAN,31966,2014,
,95,PARLETTE,242,2014,
,95,POWER,4702,2014,
,95,RICHARDSON,334,2014,
,95,ROWLEY,344,2014,
,95,SOLOMON,8608,2014,
,95,TABUNS,38380,2014,
,95,REJECTED,362,2014,
,95,UNMARKED,236,2014,
,95,DECLINED,508,2014,
,95,VOTER_TURNOUT,87140,2014,
,95,ELECTORS,157574,2014,
,96,DONG,53226,2014,
,96,ECHEVARRIA,1468,2014,
,96,FIGUEIRAS,614,2014,
,96,GRANT,8066,2014,
,96,KING,540,2014,
,96,MARCHESE,34884,2014,
,96,SCOTT,16070,2014,
,96,REJECTED,590,2014,
,96,UNMARKED,248,2014,
,96,DECLINED,518,2014,
,96,VOTER_TURNOUT,116224,2014,
,96,ELECTORS,235608,2014,
,97,COLETTA,13884,2014,
,97,DEL DUCA,67754,2014,
,97,FABRIZIO,2242,2014,
,97,MEFFE,33958,2014,
,97,PANKHURST,2700,2014,
,97,REJECTED,800,2014,
,97,UNMARKED,278,2014,
,97,DECLINED,302,2014,
,97,VOTER_TURNOUT,121918,2014,
,97,ELECTORS,272852,2014,
,98,CAMPION,25866,2014,
,98,CRIDLAND,3748,2014,
,98,FORSTER,42652,2014,
,98,MERCIER,18120,2014,
,98,MURIK,920,2014,
,98,REJECTED,602,2014,
,98,UNMARKED,250,2014,
,98,DECLINED,696,2014,
,98,VOTER_TURNOUT,92854,2014,
,98,ELECTORS,174526,2014,
,99,ARNOTT,44900,2014,
,99,CARLUCCI,13608,2014,
,99,COUSINEAU,2086,2014,
,99,RODGERS,7100,2014,
,99,SPROULE,396,2014,
,99,ZISTER,28240,2014,
,99,REJECTED,464,2014,
,99,UNMARKED,280,2014,
,99,DECLINED,1190,2014,
,99,VOTER_TURNOUT,98264,2014,
,99,ELECTORS,176698,2014,
,100,ELLIOTT,48054,2014,
,100,KELLY,27242,2014,
,100,KRISHNAN,37234,2014,
,100,LEADBETTER,5046,2014,
,100,THOM,644,2014,
,100,REJECTED,482,2014,
,100,UNMARKED,278,2014,
,100,DECLINED,1024,2014,
,100,VOTER_TURNOUT,120004,2014,
,100,ELECTORS,220796,2014,
,101,BROWN,9386,2014,
,101,CECI,30936,2014,
,101,PUN,3516,2014,
,101,ZIMMER,48600,2014,
,101,REJECTED,338,2014,
,101,UNMARKED,342,2014,
,101,DECLINED,388,2014,
,101,VOTER_TURNOUT,93506,2014,
,101,ELECTORS,199452,2014,
,102,DUPUIS,11198,2014,
,102,HATFIELD,45636,2014,
,102,MARSHALL,1364,2014,
,102,WRIGHT-ADAM,4236,2014,
,102,WRIGHT-BRANDON,10986,2014,
,102,REJECTED,304,2014,
,102,UNMARKED,280,2014,
,102,DECLINED,508,2014,
,102,VOTER_TURNOUT,74512,2014,
,102,ELECTORS,174216,2014,
,103,CHARIF,1782,2014,
,103,DUROCHER,2342,2014,
,103,GRETZKY,30086,2014,
,103,LAU,10450,2014,
,103,PIRUZZA,28002,2014,
,103,REJECTED,416,2014,
,103,UNMARKED,244,2014,
,103,DECLINED,376,2014,
,103,VOTER_TURNOUT,73698,2014,
,103,ELECTORS,172570,2014,
,104,BORENSTEIN,2326,2014,
,104,CHERNIAK,986,2014,
,104,FAGAN,11290,2014,
,104,KWINTER,33870,2014,
,104,YUFEST,22250,2014,
,104,REJECTED,492,2014,
,104,UNMARKED,216,2014,
,104,DECLINED,284,2014,
,104,VOTER_TURNOUT,71714,2014,
,104,ELECTORS,153428,2014,
,105,BOWMAN,16840,2014,
,105,CARRUTHERS,32552,2014,
,105,ELGIE,5892,2014,
,105,MUNRO,38050,2014,
,105,WALLACE,838,2014,
,105,REJECTED,436,2014,
,105,UNMARKED,198,2014,
,105,DECLINED,968,2014,
,105,VOTER_TURNOUT,95774,2014,
,105,ELECTORS,201488,2014,
,106,ALBANESE,31338,2014,
,106,COMPTON,498,2014,
,106,FERREIRA,24400,2014,
,106,FFRENCH,7374,2014,
,106,HIGGINS,1594,2014,
,106,ISSA,292,2014,
,106,REJECTED,432,2014,
,106,UNMARKED,178,2014,
,106,DECLINED,198,2014,
,106,VOTER_TURNOUT,66304,2014,
,106,ELECTORS,143720,2014,
,107,BAPTISTE,534,2014,
,107,JARRETT,836,2014,
,107,NATION,5588,2014,
,107,RAKOCEVIC,19994,2014,
,107,SCHWAUSS,222,2014,
,107,SERGIO,23814,2014,
,107,REJECTED,336,2014,
,107,UNMARKED,138,2014,
,107,DECLINED,120,2014,
,107,VOTER_TURNOUT,51582,2014,
,107,ELECTORS,122108,2014,
